Task_Record_ID,Task_Length_MI,Task_Priority,Task_Dependency_Level,Task_Arrival_Time,CPU_Utilization,Memory_Usage,Queue_Length,Node_Trust_Score,Node_Processing_Speed_MIPS,System_Load_Level,Execution_Environment,Assigned_Node
TASK_0907,6265,3,1,721.56,47.36,89.37,13,0.661,6831,High,Cloud,2
TASK_0908,1702,4,1,467.8,15.72,37.05,16,0.673,1041,Low,Edge,4
TASK_0909,8635,1,3,83.36,49.5,68.27,2,0.604,12186,Medium,Edge,4
TASK_0910,6067,5,0,4367.67,79.76,23.65,1,0.723,12561,Low,Hybrid,2
TASK_0911,8167,4,0,1182.37,62.24,45.51,7,0.526,18445,Low,Cloud,5
TASK_0912,6242,5,2,1057.53,80.73,78.6,1,0.65,10868,Low,Edge,5
TASK_0913,6288,5,3,3680.18,51.99,42.57,1,0.764,4689,Low,Cloud,3
TASK_0914,5908,1,0,1600.08,20.07,59.33,8,0.733,8595,High,Cloud,3
TASK_0915,9169,1,3,2530.22,11.16,52.78,19,1.0,15687,Medium,Edge,5
TASK_0916,9946,5,4,812.56,35.77,63.45,5,0.694,1325,Medium,Cloud,5
TASK_0917,1422,2,1,4798.73,69.33,87.97,11,0.693,2120,High,Edge,5
TASK_0918,919,5,1,4257.91,77.17,19.18,8,0.752,17491,High,Edge,5
TASK_0919,2704,5,1,4318.95,35.14,58.05,6,0.595,11870,High,Hybrid,4
TASK_0920,1620,3,3,2033.87,52.13,79.73,11,0.938,7294,Medium,Cloud,3
TASK_0921,1450,3,3,3811.81,45.8,51.1,4,0.786,6193,Medium,Hybrid,2
TASK_0922,2836,3,2,719.38,44.89,20.89,15,0.596,16213,Medium,Hybrid,1
TASK_0923,5873,2,1,43.1,29.66,57.04,4,0.897,16611,Low,Hybrid,2
TASK_0924,2743,2,2,99.86,21.59,39.91,11,0.517,15230,Low,Edge,1
TASK_0925,3145,5,1,2933.01,26.72,26.62,19,0.991,19423,Medium,Hybrid,4
TASK_0926,5112,3,2,2276.97,14.7,78.68,8,0.933,18187,High,Edge,3
TASK_0927,2365,2,2,2590.08,26.84,54.12,6,0.79,11040,Low,Cloud,1
TASK_0928,6528,1,4,37.32,10.78,85.0,18,0.556,1766,Low,Edge,5
TASK_0929,7826,5,2,2113.43,63.32,75.45,19,0.608,14696,Low,Edge,4
TASK_0930,6871,4,3,3590.34,36.89,66.97,10,0.64,4527,High,Hybrid,1
TASK_0931,6859,5,2,2213.47,92.72,15.38,11,0.621,19690,Medium,Edge,5
TASK_0932,8363,4,1,3661.1,26.47,47.09,2,0.749,12021,Medium,Cloud,4
TASK_0933,3728,3,2,1165.09,39.4,29.81,16,0.972,18872,Low,Edge,1
TASK_0934,4219,4,0,4065.71,40.42,83.31,6,0.722,5129,Medium,Hybrid,5
TASK_0935,2871,3,1,2942.16,10.72,28.09,9,0.831,12758,Low,Cloud,3
TASK_0936,3391,1,0,1053.82,81.33,36.45,14,0.844,19757,Medium,Cloud,4
TASK_0937,4256,4,1,1183.6,12.72,53.76,1,0.936,15312,Low,Edge,1
TASK_0938,4725,5,3,3140.15,89.92,34.75,12,0.517,12804,High,Cloud,5
TASK_0939,594,3,3,4149.7,85.83,30.74,3,0.702,14777,Medium,Cloud,3
TASK_0940,3174,5,3,2078.14,55.52,59.93,17,0.892,11983,High,Cloud,5
TASK_0941,7398,2,0,1291.5,56.21,21.67,0,0.907,7990,Medium,Hybrid,3
TASK_0942,1293,3,4,4335.06,65.57,19.36,1,0.964,4983,Medium,Cloud,1
TASK_0943,2616,4,1,3346.34,42.9,42.92,1,0.851,4768,Low,Cloud,5
TASK_0944,6279,3,3,2240.43,65.01,69.05,3,0.623,2504,Medium,Edge,5
TASK_0945,6666,5,1,2439.5,13.81,56.61,2,0.753,3450,Medium,Hybrid,2
TASK_0946,1314,1,0,1021.28,14.59,46.72,16,0.516,12236,Medium,Hybrid,4
TASK_0947,845,3,4,3134.01,48.86,57.43,13,0.823,19417,High,Cloud,5
TASK_0948,9054,4,0,1793.71,56.72,42.41,1,0.777,9002,High,Hybrid,3
TASK_0949,2943,2,1,4978.23,85.46,85.21,15,0.833,10891,High,Cloud,4
TASK_0950,8283,1,4,2400.92,18.9,19.12,10,0.965,7019,Low,Edge,1
TASK_0951,1484,2,4,2429.43,79.93,65.5,12,0.844,14898,Medium,Edge,4
TASK_0952,8290,3,0,2829.26,27.85,81.85,0,0.66,11472,Low,Cloud,2
TASK_0953,1327,5,3,4583.78,43.5,75.29,1,0.599,16264,Medium,Edge,1
TASK_0954,4031,5,1,4004.09,36.91,28.8,1,0.927,18691,Medium,Cloud,5
TASK_0955,7647,4,2,2255.65,44.01,37.19,4,0.597,11719,Low,Hybrid,1
TASK_0956,4951,5,2,3593.5,22.79,68.78,3,0.581,1975,High,Cloud,1
TASK_0957,4376,1,0,2931.18,52.8,21.32,11,0.603,11248,Medium,Edge,2
TASK_0958,6459,5,1,2461.84,78.14,75.89,2,0.754,14002,Medium,Cloud,3
TASK_0959,626,4,1,961.58,47.53,68.92,19,0.562,15213,Low,Cloud,1
TASK_0960,3677,3,0,2319.68,51.7,69.72,9,0.969,11618,Medium,Hybrid,3
TASK_0961,9295,3,1,1229.09,82.15,22.52,19,0.983,11620,High,Edge,4
TASK_0962,6524,5,3,4574.21,70.01,68.83,17,0.987,4733,Medium,Hybrid,2
TASK_0963,5609,2,0,1677.03,51.69,65.99,9,0.52,9551,High,Cloud,5
TASK_0964,4646,3,3,4761.32,31.9,77.32,0,0.973,3223,Low,Cloud,1
TASK_0965,7696,5,1,2665.28,85.22,18.12,5,0.999,17868,Medium,Edge,3
TASK_0966,3868,4,0,3157.72,59.05,16.73,10,0.971,2428,High,Edge,1
TASK_0967,4297,5,1,2714.7,28.8,42.98,1,0.835,3080,Medium,Cloud,2
TASK_0968,2292,3,0,646.9,32.88,26.16,6,0.851,14776,Low,Edge,5
TASK_0969,6232,4,1,1879.11,78.27,56.88,19,0.561,1695,Medium,Cloud,4
TASK_0970,3976,5,3,495.73,13.75,83.8,17,0.937,1201,Medium,Cloud,4
TASK_0971,3917,1,3,3114.77,94.33,44.36,18,0.53,13049,High,Cloud,3
TASK_0972,2145,4,1,2234.37,21.08,78.37,3,0.659,16628,High,Edge,4
TASK_0973,9897,1,0,3889.92,77.67,15.02,12,0.996,9265,High,Edge,3
TASK_0974,3530,2,2,1102.35,43.56,27.64,17,0.711,13460,Medium,Edge,5
TASK_0975,3372,4,3,822.83,51.84,17.28,19,0.566,4477,Low,Edge,1
TASK_0976,3572,1,3,2031.66,84.86,39.61,12,0.985,3202,Medium,Cloud,2
TASK_0977,2354,3,2,4632.93,45.1,83.11,18,0.992,16542,High,Hybrid,5
TASK_0978,4521,3,1,3552.11,55.69,22.27,16,0.594,15624,High,Hybrid,5
TASK_0979,5162,2,0,2094.62,14.19,60.48,0,0.932,9449,Low,Edge,4
TASK_0980,7014,4,1,2586.36,10.2,48.86,5,0.695,12850,Medium,Cloud,4
TASK_0981,5531,4,4,421.07,30.81,85.39,18,0.691,7317,Medium,Edge,2
TASK_0982,3208,4,3,4922.88,67.85,24.19,19,0.631,6350,Low,Edge,1
TASK_0983,7612,2,4,3332.04,20.31,30.9,0,0.522,3806,Medium,Hybrid,5
TASK_0984,8893,4,3,1427.02,19.67,17.22,7,0.634,8163,Medium,Hybrid,4
TASK_0985,4007,3,3,2929.04,44.93,47.55,16,0.527,1185,Low,Hybrid,5
TASK_0986,6956,1,4,547.41,65.07,35.84,14,0.962,9070,High,Cloud,1
TASK_0987,4712,3,4,4829.18,70.53,80.24,17,0.831,12545,High,Hybrid,3
TASK_0988,8470,3,1,873.92,25.17,60.37,6,0.943,19458,High,Edge,1
TASK_0989,9266,1,4,3240.15,16.76,61.06,15,0.859,17006,Low,Hybrid,5
TASK_0990,1036,3,1,1227.27,89.93,54.89,6,0.566,1201,Medium,Cloud,5
TASK_0991,2125,2,1,3587.81,32.16,21.89,16,0.97,12284,Medium,Cloud,2
TASK_0992,8473,1,1,3884.11,82.53,48.38,3,0.95,6710,Medium,Edge,5
TASK_0993,9077,3,3,3367.1,83.4,89.96,11,0.674,16698,Medium,Cloud,4
TASK_0994,8570,5,3,3072.5,75.66,77.64,12,0.556,3102,High,Cloud,2
TASK_0995,9166,3,4,4462.35,24.35,82.01,3,0.852,10102,Low,Hybrid,5
TASK_0996,9109,2,3,393.13,79.85,76.74,0,0.864,2571,High,Cloud,1
TASK_0997,6990,4,4,1654.57,75.39,22.73,0,0.948,6125,High,Cloud,5
TASK_0998,4100,3,3,1241.44,60.72,32.06,6,0.526,7697,High,Cloud,1
TASK_0999,7283,4,0,4940.07,38.66,15.23,8,0.571,19543,High,Cloud,1
TASK_1000,9646,5,0,1946.95,32.31,37.76,0,0.799,15034,Medium,Hybrid,5
TASK_1001,5471,3,4,3663.06,20.36,23.15,15,0.81,2329,High,Cloud,1
TASK_1002,1705,1,3,3423.63,53.33,50.46,17,0.517,9652,Medium,Cloud,3
TASK_1003,2490,4,3,1060.41,59.75,65.78,14,0.698,4699,High,Hybrid,2
TASK_1004,5799,5,1,1194.99,40.54,80.59,5,0.792,7027,Low,Hybrid,5
TASK_1005,4072,1,2,1406.42,50.41,71.19,1,0.869,19657,Low,Cloud,3
TASK_1006,6475,1,4,2055.64,40.9,85.39,8,0.658,11667,Medium,Edge,1
TASK_1007,6820,1,2,1171.63,64.49,19.04,3,0.742,5823,Medium,Edge,1
TASK_1008,4880,1,2,98.26,86.61,15.91,12,0.907,10347,Medium,Edge,2
TASK_1009,5257,3,4,4396.97,23.93,64.6,10,0.977,17881,Medium,Edge,3
TASK_1010,3213,3,3,4828.05,42.42,36.7,12,0.615,7959,High,Hybrid,3
TASK_1011,6088,3,4,1707.85,21.97,34.01,10,0.627,14616,Medium,Cloud,5
TASK_1012,1466,5,2,1692.53,63.12,39.82,18,0.97,7210,Medium,Cloud,1
TASK_1013,5444,5,3,35.46,71.95,35.23,7,0.698,13517,Low,Cloud,4
TASK_1014,3932,5,0,3401.25,89.21,53.36,6,0.859,13620,Medium,Cloud,5
TASK_1015,1188,2,4,4127.2,33.7,48.01,15,0.806,4976,Medium,Hybrid,5
TASK_1016,4743,5,4,733.04,90.77,53.43,2,0.643,18991,High,Edge,5
TASK_1017,4201,3,3,798.33,15.38,65.45,16,0.827,9912,Low,Cloud,2
TASK_1018,9033,3,0,3950.42,61.26,44.03,17,0.828,18658,Low,Cloud,2
TASK_1019,5682,2,0,3081.45,14.86,33.85,14,0.796,13059,Medium,Cloud,5
TASK_1020,7204,2,3,224.3,85.97,27.47,16,0.55,1690,Medium,Hybrid,4
TASK_1021,4922,5,1,3112.73,55.03,41.21,10,0.998,13344,Medium,Edge,3
TASK_1022,2259,4,4,1544.59,66.89,70.64,4,0.7,4437,High,Edge,3
TASK_1023,9681,2,4,1843.63,80.68,71.75,15,0.819,3355,Medium,Edge,1
TASK_1024,2982,1,2,3848.66,22.78,65.02,14,0.943,1749,Medium,Edge,3
TASK_1025,8558,3,3,4054.68,13.28,32.55,9,0.712,13965,Medium,Edge,3
TASK_1026,1451,1,2,2001.78,84.7,59.11,13,0.887,13847,Low,Cloud,4
TASK_1027,9414,3,2,4735.76,36.77,57.8,1,0.986,6758,High,Hybrid,3
TASK_1028,2579,3,0,2032.31,20.96,51.32,15,0.679,19088,Medium,Edge,4
TASK_1029,3217,2,4,3859.18,49.82,56.25,18,0.703,12637,Medium,Edge,2
TASK_1030,5024,2,2,2419.39,60.86,51.88,7,0.953,7074,High,Hybrid,4
TASK_1031,8977,1,0,4487.66,12.63,57.41,14,0.58,14378,Low,Hybrid,2
TASK_1032,7811,3,3,4538.81,33.37,68.66,9,0.514,19761,High,Hybrid,4
TASK_1033,7686,1,2,437.08,12.79,23.22,4,0.954,15529,Medium,Hybrid,5
TASK_1034,2565,4,4,4682.47,45.73,71.22,19,0.911,6274,Medium,Cloud,2
TASK_1035,1268,1,2,4127.67,86.08,25.19,15,0.986,15007,High,Edge,2
TASK_1036,5990,5,3,3956.55,93.53,20.0,11,0.529,7409,High,Edge,3
TASK_1037,7145,1,2,1004.56,64.15,88.21,12,0.578,19599,Medium,Cloud,2
TASK_1038,5583,5,4,4025.6,23.74,86.77,8,0.553,7288,High,Hybrid,4
TASK_1039,5732,5,0,4250.66,87.0,19.53,16,0.842,1885,Medium,Edge,5
TASK_1040,6297,5,4,1445.75,53.88,48.24,19,0.803,1864,Medium,Edge,5
TASK_1041,9638,4,0,4761.3,23.07,28.97,11,0.68,7917,Low,Hybrid,3
TASK_1042,5426,1,1,249.3,88.35,51.4,4,0.529,12686,Low,Cloud,4
TASK_1043,6516,1,4,749.55,74.38,77.26,11,0.82,4054,High,Edge,4
TASK_1044,3835,4,4,2687.91,72.19,86.3,0,0.785,9977,Low,Edge,1
TASK_1045,8538,3,3,2878.96,70.28,62.57,19,0.556,17199,Low,Cloud,2
TASK_1046,5373,2,2,3225.75,27.03,41.54,15,0.954,9536,High,Cloud,3
TASK_1047,1981,1,0,84.85,27.94,60.25,11,0.599,16070,Low,Hybrid,5
TASK_1048,6805,2,0,4801.83,68.5,38.4,8,0.872,17937,Low,Edge,1
TASK_1049,3951,4,3,222.94,28.68,83.24,12,0.943,8683,Medium,Hybrid,4
TASK_1050,554,3,3,715.31,47.29,80.28,16,0.79,18171,Medium,Edge,2
TASK_1051,8143,3,2,70.07,76.47,56.87,16,0.623,11011,High,Cloud,5
TASK_1052,3962,3,2,2834.29,76.64,39.36,3,0.655,16271,Medium,Cloud,1
TASK_1053,1332,4,4,4661.33,48.53,37.0,13,0.943,9896,Medium,Cloud,4
TASK_1054,6454,5,1,3329.74,77.34,17.51,18,0.649,15582,High,Hybrid,5
TASK_1055,9019,5,2,4113.29,81.28,76.19,6,0.873,8190,Medium,Cloud,5
TASK_1056,7721,2,3,66.41,65.66,48.78,2,0.995,10144,Medium,Hybrid,4
TASK_1057,3810,5,2,2710.08,29.42,39.38,0,1.0,1814,High,Hybrid,4
TASK_1058,3800,5,0,2297.81,33.29,50.33,11,0.767,10740,Medium,Hybrid,3
TASK_1059,7222,3,1,2494.84,36.76,76.41,14,0.913,3777,Medium,Edge,5
TASK_1060,7718,3,4,361.07,19.93,24.35,10,0.995,5958,Low,Hybrid,4
TASK_1061,8276,2,0,3422.18,33.22,79.32,9,0.687,4825,Medium,Cloud,1
TASK_1062,4175,1,0,2516.1,27.81,82.31,1,0.626,18600,Low,Cloud,2
TASK_1063,3554,2,1,3825.74,48.7,86.0,3,0.557,15800,Medium,Cloud,3
TASK_1064,8470,2,4,2426.45,87.22,44.81,16,0.57,10999,High,Hybrid,4
TASK_1065,2643,4,3,746.91,18.88,31.29,16,0.927,13964,Medium,Cloud,2
TASK_1066,5707,4,4,3241.28,71.22,43.02,7,0.794,7772,Low,Edge,3
TASK_1067,3038,2,2,861.93,68.42,39.97,13,0.937,10481,High,Cloud,5
TASK_1068,5047,2,0,4361.97,18.14,28.21,3,0.895,16737,Low,Cloud,2
TASK_1069,6119,2,2,3065.58,88.42,60.55,5,0.837,18246,High,Cloud,3
TASK_1070,8856,5,3,786.02,58.32,50.75,18,0.805,11677,Medium,Hybrid,4
TASK_1071,7112,4,2,4811.69,40.92,79.93,3,0.524,3355,Low,Edge,4
TASK_1072,5505,2,4,2591.83,74.31,17.41,2,0.936,10157,High,Hybrid,3
TASK_1073,1322,3,2,364.49,31.88,63.29,19,0.709,3395,Low,Edge,5
TASK_1074,1443,3,3,3134.16,68.95,72.22,5,0.78,1524,High,Hybrid,3
TASK_1075,6650,5,3,1265.99,13.38,71.96,6,0.511,1561,Low,Edge,1
TASK_1076,4925,5,3,4018.47,81.35,81.46,13,0.968,9167,Low,Edge,3
TASK_1077,9466,1,4,4089.11,48.09,69.68,11,0.951,17184,Low,Edge,3
TASK_1078,2698,1,3,4894.74,64.12,84.59,15,0.772,5664,Low,Edge,4
TASK_1079,4742,1,0,2509.35,28.81,39.95,19,0.789,2205,High,Hybrid,5
TASK_1080,4195,5,3,2274.78,67.55,52.74,7,0.853,13039,Medium,Edge,3
TASK_1081,3952,5,2,3767.38,75.64,16.06,1,0.632,13393,High,Hybrid,2
TASK_1082,9606,5,2,662.35,50.22,15.52,12,0.611,3238,Low,Edge,4
TASK_1083,1808,3,2,2734.58,62.51,33.01,7,0.837,18544,Medium,Cloud,4
TASK_1084,4677,5,4,2731.24,48.79,22.56,19,0.552,13987,Medium,Edge,3
TASK_1085,9205,3,2,447.37,86.0,34.52,15,0.727,6239,Medium,Cloud,2
TASK_1086,7352,1,4,2089.92,52.32,28.28,3,0.746,13017,Medium,Edge,3
TASK_1087,6535,1,4,4266.42,81.55,17.14,15,0.691,17455,Medium,Edge,2
TASK_1088,4094,1,3,4280.77,78.11,83.2,19,0.593,18138,Low,Hybrid,4
TASK_1089,5341,2,0,496.19,44.89,15.62,5,0.678,10096,High,Cloud,2
TASK_1090,1909,2,3,453.6,29.56,70.21,3,0.669,15814,High,Cloud,3
TASK_1091,5066,4,3,1313.48,44.52,26.41,15,0.75,14291,Medium,Cloud,1
TASK_1092,4991,4,4,4373.83,80.23,83.42,12,0.837,3621,Low,Cloud,1
TASK_1093,2055,4,4,644.51,29.35,81.96,4,0.984,4190,Low,Hybrid,2
TASK_1094,1304,2,2,3599.98,54.58,64.04,14,0.572,4948,Medium,Hybrid,3
TASK_1095,1779,2,2,505.83,78.52,65.42,7,0.937,2287,Low,Edge,5
TASK_1096,7583,4,3,3115.69,40.05,15.4,6,0.642,15590,Low,Hybrid,1
TASK_1097,6486,4,1,1780.34,64.59,88.87,13,0.796,16668,High,Cloud,4
TASK_1098,6119,5,1,3944.57,30.88,80.84,6,0.773,2772,Medium,Cloud,3
TASK_1099,1887,4,2,1168.45,19.29,82.13,6,0.778,7200,Medium,Cloud,3
TASK_1100,3179,5,1,3196.01,77.52,64.44,17,0.862,16762,Low,Hybrid,1
TASK_1101,2606,3,2,1178.41,18.41,40.86,9,0.691,4138,High,Edge,5
TASK_1102,8673,2,4,3568.3,33.07,82.02,17,0.66,8213,Low,Edge,4
TASK_1103,4723,4,3,4368.39,82.68,36.86,13,0.926,15941,High,Cloud,5
TASK_1104,5331,2,0,634.01,39.45,57.2,9,0.61,3416,High,Cloud,4
TASK_1105,3268,2,3,4332.98,92.71,22.48,6,0.59,16964,High,Hybrid,1
TASK_1106,3686,2,2,2967.88,93.28,84.15,6,0.508,18968,High,Cloud,3
TASK_1107,3073,3,2,635.55,32.8,25.56,6,0.605,2046,Medium,Edge,4
TASK_1108,3099,1,3,2137.71,13.48,31.87,4,0.759,15909,Low,Cloud,3
TASK_1109,4533,4,2,804.3,69.93,56.86,0,0.769,14578,Low,Cloud,2
TASK_1110,8928,1,1,3501.74,48.33,72.31,13,0.627,19549,Medium,Edge,2
TASK_1111,1804,1,1,3794.34,18.56,61.45,17,0.536,6719,Low,Cloud,1
TASK_1112,7868,1,2,528.98,70.14,32.41,12,0.872,16960,Medium,Edge,1
TASK_1113,6377,2,2,2530.7,12.65,15.07,7,0.879,18560,Low,Edge,1
TASK_1114,1801,5,1,4073.13,83.97,71.79,7,0.999,16598,High,Edge,2
TASK_1115,3041,2,2,4680.82,21.79,88.89,9,0.95,16624,Medium,Edge,4
TASK_1116,2551,2,2,2567.59,20.82,75.74,16,0.963,7411,Medium,Edge,5
TASK_1117,7309,1,3,4751.4,24.93,49.52,5,0.899,9074,High,Cloud,1
TASK_1118,9133,2,0,2678.44,91.62,82.78,14,0.808,11352,Low,Edge,5
TASK_1119,9496,1,1,1970.95,68.92,45.74,14,0.564,16003,High,Edge,5
TASK_1120,574,5,3,4241.02,78.12,54.37,15,0.811,10223,High,Cloud,2
TASK_1121,7481,4,0,2464.91,43.8,50.78,7,0.528,13718,Low,Hybrid,4
TASK_1122,5975,1,2,2359.51,38.59,48.57,18,0.943,2315,Medium,Edge,2
TASK_1123,8732,5,2,2451.56,29.93,73.14,19,0.741,18276,Medium,Hybrid,1
TASK_1124,7684,4,3,4233.93,50.86,54.51,14,0.849,9936,High,Hybrid,2
TASK_1125,6296,3,2,4159.71,56.91,38.75,2,0.526,14767,Medium,Cloud,2
TASK_1126,7641,1,4,2017.6,63.7,34.36,5,0.767,7466,Medium,Edge,2
TASK_1127,2122,1,3,1666.5,31.86,17.83,7,0.651,16185,High,Cloud,1
TASK_1128,8541,3,0,2459.64,90.64,58.74,15,0.642,6090,Low,Cloud,1
TASK_1129,841,3,3,2863.86,24.43,32.25,14,0.695,5240,High,Hybrid,2
TASK_1130,2574,1,1,1191.69,92.08,26.11,12,0.5,17795,High,Edge,2
TASK_1131,8492,3,3,3969.78,11.26,64.04,19,0.733,15910,High,Cloud,5
TASK_1132,1145,2,2,2432.41,50.9,66.09,14,0.743,3446,High,Edge,4
TASK_1133,4763,4,2,1670.23,38.34,71.41,17,0.932,4346,Medium,Hybrid,5
TASK_1134,9301,4,4,534.1,48.18,52.77,12,0.724,13411,High,Edge,4
TASK_1135,6636,4,4,1194.23,58.51,82.05,7,0.682,17469,Medium,Edge,4
TASK_1136,9146,2,4,4746.41,47.03,85.23,13,0.997,8749,Medium,Edge,2
TASK_1137,3469,3,0,1525.5,45.26,75.55,10,0.786,5142,Low,Cloud,5
TASK_1138,3528,5,4,844.3,72.28,62.67,5,0.736,17070,High,Cloud,4
TASK_1139,8143,3,0,2303.36,68.3,37.78,0,0.748,15187,High,Edge,4
TASK_1140,3181,1,4,1535.44,80.83,88.72,1,0.905,8087,High,Edge,1
TASK_1141,4129,4,0,175.8,31.25,35.56,12,0.67,16635,Low,Edge,4
TASK_1142,4725,3,3,1615.73,61.81,30.2,0,0.695,16807,High,Edge,2
TASK_1143,3567,5,3,2720.54,59.74,48.16,3,0.878,11197,High,Edge,3
TASK_1144,6441,1,2,2758.56,41.43,19.26,1,0.536,13271,Medium,Cloud,1
TASK_1145,1886,2,0,1782.79,51.31,88.39,19,0.933,18187,Low,Cloud,3
TASK_1146,3366,2,1,2236.51,36.67,59.13,15,0.715,15724,Medium,Cloud,2
TASK_1147,5288,5,2,4827.59,22.06,56.77,2,0.791,10261,Low,Edge,3
TASK_1148,5990,1,3,1886.74,28.17,64.18,16,0.879,14479,Medium,Cloud,4
TASK_1149,4624,4,0,1291.13,18.97,52.28,4,0.633,16804,Low,Edge,3
TASK_1150,8840,3,4,1217.34,68.06,17.4,7,0.945,13333,Medium,Cloud,5
TASK_1151,4350,1,1,2288.82,66.16,60.92,11,0.99,13827,Low,Edge,2
TASK_1152,5915,2,3,3797.6,90.8,68.71,11,0.747,10600,Low,Cloud,5
TASK_1153,8179,5,2,1029.94,72.02,46.26,0,0.968,12932,Low,Edge,3
TASK_1154,7319,5,0,3546.48,14.42,71.8,0,0.501,17648,High,Cloud,5
TASK_1155,9828,3,1,105.75,85.16,32.03,14,0.947,13040,Medium,Cloud,1
TASK_1156,8878,5,0,2094.66,83.33,31.6,16,0.656,17127,Medium,Hybrid,3
TASK_1157,9942,5,4,3879.33,47.68,27.11,1,0.656,13473,Medium,Cloud,5
TASK_1158,1833,1,2,1693.66,59.8,42.9,16,0.614,17709,Medium,Edge,4
TASK_1159,4650,4,0,2818.69,92.97,78.53,19,0.659,2206,High,Hybrid,3
TASK_1160,7266,3,3,1024.9,55.25,77.09,8,0.607,10696,Low,Edge,1
TASK_1161,3211,1,2,3709.98,86.95,43.71,11,0.953,14714,Low,Hybrid,4
TASK_1162,5353,4,3,261.4,17.06,59.18,3,0.95,2440,High,Cloud,3
TASK_1163,6712,1,0,4262.71,26.24,69.06,12,0.551,10147,Medium,Edge,4
TASK_1164,7979,1,2,990.98,47.46,33.09,3,0.571,17267,Low,Edge,3
TASK_1165,5908,5,3,4371.99,59.7,27.61,6,0.931,9746,Low,Cloud,3
TASK_1166,8215,4,4,1762.65,79.38,87.91,13,0.699,6136,Low,Cloud,2
TASK_1167,9442,3,4,3613.42,94.0,61.32,8,0.585,12446,High,Cloud,5
TASK_1168,2262,3,0,1596.13,43.05,88.61,0,0.755,13331,Low,Edge,3
TASK_1169,7601,4,2,4529.56,14.03,40.33,0,0.708,14188,High,Hybrid,1
TASK_1170,8174,5,1,633.19,78.1,67.73,19,0.61,6819,High,Cloud,5
TASK_1171,6622,2,2,892.6,61.37,31.7,3,0.86,9069,Medium,Cloud,2
TASK_1172,981,1,4,2465.15,26.88,34.59,0,0.816,13769,Low,Cloud,5
TASK_1173,653,5,3,409.69,52.06,53.39,9,0.55,19420,Low,Edge,5
TASK_1174,8117,4,1,979.9,73.1,38.97,1,0.963,6560,Medium,Edge,3
TASK_1175,2024,1,0,4718.83,75.49,27.57,14,0.779,13853,Medium,Cloud,1
TASK_1176,2620,3,1,4882.45,52.47,34.72,2,0.625,11459,Medium,Cloud,3
TASK_1177,2843,2,0,1881.3,35.94,17.68,8,0.603,4629,Medium,Edge,1
TASK_1178,5636,3,1,4616.43,92.77,67.83,16,0.568,12657,High,Hybrid,1
TASK_1179,6260,4,0,2724.12,66.39,51.91,12,0.712,6314,Medium,Edge,4
TASK_1180,1740,1,0,1348.71,44.7,22.07,2,0.568,19840,Medium,Edge,3
TASK_1181,560,4,1,3511.99,33.84,27.88,3,0.708,9662,High,Cloud,2
TASK_1182,9630,1,1,3294.51,72.14,22.69,3,0.574,18754,Low,Cloud,5
TASK_1183,2139,5,0,4945.63,30.59,60.94,10,0.828,8629,Low,Cloud,4
TASK_1184,6685,2,4,1325.24,24.6,22.07,6,0.893,12324,Low,Cloud,2
TASK_1185,8470,5,1,3360.3,55.04,71.57,10,0.775,18558,Low,Hybrid,3
TASK_1186,1752,5,2,260.12,34.65,16.54,10,0.84,17494,Medium,Edge,1
TASK_1187,4703,4,3,568.23,63.46,33.7,9,0.969,7692,Medium,Cloud,3
TASK_1188,8863,2,0,19.59,20.02,81.8,4,0.819,10218,Medium,Cloud,3
TASK_1189,4049,1,0,4997.3,65.67,68.89,12,0.682,12746,High,Cloud,4
TASK_1190,4697,1,3,4011.37,34.08,20.47,11,0.725,16372,Low,Edge,2
TASK_1191,7509,3,4,3933.62,10.02,76.58,9,0.93,13631,Medium,Cloud,4
TASK_1192,7167,1,3,2548.63,20.79,51.98,6,0.565,2472,Low,Cloud,2
TASK_1193,2822,4,1,1500.34,89.36,78.51,18,0.663,15599,Medium,Edge,4
TASK_1194,4590,5,3,756.32,83.73,60.06,18,0.789,5872,Medium,Cloud,5
TASK_1195,7460,5,0,1423.37,29.86,66.14,18,0.838,11573,High,Cloud,1
TASK_1196,3504,5,3,1879.86,76.16,89.51,11,0.882,14691,Medium,Cloud,1
TASK_1197,5636,2,2,3781.55,61.73,32.43,19,0.659,12482,Low,Cloud,1
TASK_1198,829,1,1,2698.31,92.53,61.8,14,0.573,5753,Medium,Cloud,5
TASK_1199,4140,4,3,387.42,41.76,49.52,4,0.977,2833,Low,Cloud,5
TASK_1200,8482,2,0,90.15,67.92,17.96,13,0.538,6928,Low,Edge,1
TASK_1201,4607,3,1,511.66,15.4,16.09,11,0.548,9645,Medium,Edge,1
TASK_1202,1841,4,0,2052.49,43.68,23.94,10,0.747,7816,Low,Edge,2
TASK_1203,8907,4,4,4665.96,91.92,63.68,4,0.91,18124,Medium,Hybrid,2
TASK_1204,838,4,2,3187.01,55.81,57.54,15,0.887,8256,Medium,Cloud,3
TASK_1205,6395,5,4,4009.13,34.47,56.51,17,0.969,19764,Medium,Hybrid,4
TASK_1206,3208,4,2,2331.87,20.22,17.39,11,0.571,11549,Low,Cloud,2
TASK_1207,2250,1,3,1808.33,69.8,50.2,4,0.688,16062,High,Cloud,2
TASK_1208,6104,4,1,542.0,64.81,84.35,15,0.641,10635,Medium,Cloud,2
TASK_1209,2921,5,3,4379.67,41.78,44.82,11,0.93,10940,High,Cloud,2
